name,category,staff_potential,phone,website,rating,reviews,address,maps_url
Tistabene Bilaspur,shopping_mall,HIGH,073003 00100,https://www.tistabene.com/,2.3,3,"Highway King Bilaspur Manesar, F3JC+GXX, Jaipur - Delhi Expy, Sector 18, Bilaspur, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=12068267388342653583&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Titan World,store,MED,080 6291 4012,https://www.titan.co.in/stores?storeId=TAGH,4.7,1665,"Nathupur, Shop No 108, First Floor, Ambience Mall Island, near Chaayos Store, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=10794203043257889444&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tofler,corporate_office,MED,,https://www.tofler.in/,4.2,95,"Gurgaon - Delhi Expy, Heritage City, Sector 25, Gurugram, Sarhol, Haryana 122002, India",https://maps.google.com/?cid=18090103225212411906&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tokas House,service,LOW,,,,,"20, S 1, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=5145611822130365258&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TOKUMI HAIR GURGAON,hair_salon,HIGH,084479 47612,http://www.tokumi.in/,4.5,28,"India, Haryana, Gurugram, Sector 26A, Golf Course Rd, A-14/6",https://maps.google.com/?cid=9494507944041275514&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TONY FAST FOOD,fast_food_restaurant,HIGH,,,4.7,3,"Shop no-1, HUDA MKT, opposite Nagaro software PVT Ltd, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8394431455043339574&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Topfnbjobs,employment_agency,LOW,0124 422 8093,,,,"818, Udyog Vihar Phase V, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7106258434328969048&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Torq Rides - MG Road,service,LOW,095601 98483,https://www.torqrides.com/,4.9,352,"Basement 2, Pillar No. 5, MGF Metropolis Mall, Metro Station, next to DLF City Centre, next to Mehrauli-Gurgaon Road, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=6448174781484551582&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TOT Learning Gurugram,child_care_agency,LOW,092173 53128,https://www.totlearning.in/,,,"18P, Phase IV, Udyog Vihar, Sector 18, Sarhol, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17824712811461509346&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Totaram chowk,clothing_store,MED,,,4,2,"3, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=18088603285186343393&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Townhouse by OYO T Block Sector 24,hotel,HIGH,0124 620 1784,https://www.oyorooms.com/298010/,4.5,132,"T-1/1, Plot No, Siris Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122018, India",https://maps.google.com/?cid=13153704496529740519&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Townhouse Royal Suites Near Aravali Biodiversity Park,hotel,HIGH,0124 433 0575,https://www.oyorooms.com/201057/,3.1,9,"rapid metro station, plot no. 107, near dlf phase 1, Nathuram Market, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16519554135773749954&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trackon Couriers,courier_service,LOW,095404 22302,,1,1,"Shop No. 15A, 1St Floor, Housing Board Complex, Saraswati Vihar, Chakkarpur Sector-28 Gurugram Haryana, Gurugram Delhi, Sector 28, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=883302701040677067&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trackon Couriers Service,courier_service,LOW,090153 97041,,4.9,11,"First Floor, Plot No 586, Shankar Chowk Rd, near BTR Complex, Dundahera Village, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14074192691703185219&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trail Blazer Tours India Private Limited (TBi Holidays),travel_agency,MED,0124 487 2709,https://trailblazertours.com/,4.7,23,"5th Floor, Sewa Corporate Park, Mehrauli-Gurgaon Rd, near IFFCO Chowk, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=13824517973272520114&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Trank Tec. | Web & Mobile App Developers : eCommerce Web Development Company in Delhi, India",,LOW,093113 97535,https://www.tranktechnologies.com/,4.1,35,"Plot no. 112, 3rd Floor, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=6565978965182216413&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trans Health Labs,medical_clinic,LOW,,,5,1,"F3XH+XW4, Udyog Vihar Phase V Rd, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8129541464602397491&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Transformers & Rectifiers india Ltd,corporate_office,MED,,,5,1,"5th Floor, Vatika City Point Building, M.G. Road, Gurgaon 122001, 2/3, DLF City, DLF Phase 2, Sector 25, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=5835422677311264793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TRANSPORT INDIA PASS,fast_food_restaurant,HIGH,072900 00731,,,,"Shaheed Ripon Katyal Marg, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15555307316125719225&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Transworld Packers And Movers,transportation_service,LOW,098802 34900,https://transworldpackersmovers.com/gurgaon-packers-movers-haryana,5,18,"Shop No 18, The National Media Centre, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=12933001499310413230&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Travel Charita,travel_agency,MED,,http://www.travelcharita.com/,4.9,46,"12, U-4 Road, Balveer Market, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=17677435388350062322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Travel Recourse Solutions Private Limited,travel_agency,MED,092508 04353,http://travelrecourse.com/,5,1,"1678, P-3, Housing Board Colony, Floor, Sector 10A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11950141653501073733&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Travelogy,,LOW,,https://www.instagram.com/ROAMATLASOFFICIAL,5,13,"Cyber City, DLF Cyber City, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14440172106570745947&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Travelomatrix Trip Planners Pvt Ltd,travel_agency,MED,,,3.2,6,"281, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=1246855421431270564&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Travozet Industries Pvt Ltd | Luggero office,manufacturer,MED,090794 01059,http://www.luggero.com/,4.9,10,"371, Udyog Vihar Phase 4 Rd, Phase III, Udyog Vihar, Sector 19, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=4249066654159690681&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tredence Inc.,,LOW,,https://www.tredence.com/?utm_source=gbp&utm_medium=referral&utm_campaign=gurugram,3.9,17,"91Springboard, Ground Floor, 7A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=11764124369974538744&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Iffco Chowk - [Sanitized] Deluxe Double Room,lodging,HIGH,,https://www.bluepillow.com/search/67d16ff6a21d9499fea0e752?dest=nuit&cat=&lat=28.48077&lng=77.07653&language=en,,,"DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=14966213084513213214&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Trend Casa Cyber,lodging,HIGH,,,,,"DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=9601449946032273027&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treebo Zion Residency Inn,hotel,HIGH,,,3.4,14,"F3XX+QX8, Lane Number V-39/2, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=16531973059770781206&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Treehouse,service,LOW,,,,,"4, Lane, K No 16, Phase, 2, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16288484715154618364&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TRH PUBLIC SCHOOL,school,MED,011 6544 7729,,,,"G35H+PFP, Najafgarh - Bajghera Rd, Block D, Sector 22A, Sector 110, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=2473327948688200511&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trimoorti Electricals Services Private Limited,point_of_interest,LOW,,,4.6,11,"5, DLF Phase 3, Sector 26, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=11712262811202715761&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trimula Industries Limited,corporate_office,MED,,http://trimulaindustries.in/,,,"301, 3rd floor, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=819235671594515101&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trinity Corporate Suites,hotel,HIGH,098111 90257,https://trinitycorporatesuites.com/,4.1,545,"Suncity Trade Tower, Old Delhi Gurugram Rd, adjoining Candor Techspace, opposite Udyog Vihar, Sector 21, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=3306069510908787084&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tripo Culture Pvt. Ltd.,travel_agency,MED,,https://tripoculture.com/,,,"1st Floor, 693, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14099234523563077422&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Triveni Needles P Ltd.,supplier,LOW,098100 01824,http://www.trivenibearings.com/,5,2,"Shed No.3, Shiv Asharam Compound, Old Delhi Gurugram Rd, opp. PRII, Sector 22A, Sector 22, Tikampur, Gurugram, Haryana 122006, India",https://maps.google.com/?cid=7413222485530712503&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trix Cinemas,movie_theater,MED,099905 30047,,4.9,139,"A DOT by GNH, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16230158692201461229&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TRN Marketing (an ITPL initiative),travel_agency,MED,0124 478 5900,,4,1,"Global Center 327, Udyog Vihar , Phase II, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14379280177577218051&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tron Labs,service,LOW,0124 404 9048,http://www.tronlabs.co/,5,3,"S-9/13, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13614277823321176854&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Trooth Dental,dental_clinic,LOW,098189 00360,,5,21,"A 14/11, Golf Course Rd, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=5635899493889482204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tropical Animal Genetics (P) Ltd,veterinary_care,MED,,http://taggnx.com/,4.3,6,"Ground Floor, Global Arcade, Guru Dronacharya Metro, G2, Mehrauli-Gurgaon Rd, Sikanderpur, Sector 26, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4524942958896216966&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TrouverGo,corporate_office,MED,,,5,5,"Shop no-2, Op- Tikona Park, 76, near HIPA & Sarhoul Gate, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15107662594684568047&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TRP Construction Management.,,LOW,070115 58052,http://www.procureright.in/,4.9,32,"First Floor, Vipul Agora Mall, Unit 122, Mehrauli-Gurgaon Rd, Sector 28, Chakkarpur, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9895540138148832849&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TRUSTMORE TECHNOLOGIES (P) LIMITED (Escrowpay),finance,MED,098103 36644,https://escrowpayindia.com/,4.3,12,"DLF Building No. 7A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=9655776017235147271&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TSN Ecotech International Pvt. Ltd.,corporate_office,MED,0124 406 9358,,3,1,"Plot No. 346, 2nd Floor, Udyog Vihar, Phase II,, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8609226738121993098&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ttPED,,LOW,,https://ttped.com/,5,3,"37, Lane building 37/8, near SHRI RAM SCHOOL, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=4442606067370846983&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tug shop,ice_cream_shop,MED,,,5,2,"G35W+36G, Rajokri Village, Rajokri, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=12442899773353388387&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tulsi office (Tulsi Apparels LLP),corporate_office,MED,,http://www.tulsionline.in/,5,2,"Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=15667802656520551789&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Turbowheelz,,LOW,081784 33731,https://www.turbowheelz.com/,,,"U-14 Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=8675855523647737909&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Turner Logistics India Pvt. Ltd.,,LOW,097173 46060,http://www.turnerindia.com/,4.3,16,"SCO 30, Sector-18 , HUDA Commercial Complex Gurgaon - 122015, Sub. Major Laxmi Chand Rd, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=8002961388745846089&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tuskany Wellness Spa,spa,HIGH,079826 19787,https://tuskanyspanwellness.com/,5,1,"Shop no.4A, Mehrauli-Gurgaon Rd, Sector 28, Sushant Lok Phase I, Metro, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=16040781427620191758&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TutorBin,educational_institution,LOW,070826 86818,https://tutorbin.com/,4.1,577,"249, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5137929399206155232&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Twiddles,corporate_office,MED,,,,,"Basement, 7, Nathupur Rd, near Neelkanth Hospital, DLF Phase 3, Sector 24, Gurugram, Sikanderpur Ghosi, Haryana 122010, India",https://maps.google.com/?cid=6402340230748686756&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Twiddles by Yuvraj Singh,health_food_store,MED,096258 90911,https://www.twiddles.in/,5,2,"7, Nathupur Rd, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=6985705673937486892&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
TWM Warehouse UV5,storage,LOW,,https://www.thewholesalemart.in/,5,1,"Plot no. 859, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=14190322543047197576&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Tyroo Technologies,,LOW,,,3.9,35,"Smile Building, Plot 241, Udyog Vihar Phase 1, Udyog Vihar, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7132879069674510991&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
U Turn for WelcomHotel By ITC Delhi Gurgaon,hotel,HIGH,,,5,4,"G34W+H34, Gurgaon - Delhi Expy, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=8017765042535256168&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
U.C.S.K.M Public School Bhiwadi,secondary_school,MED,01493 298 081,https://ucskmschool.com/,,,"SCH-1, Phase-3, Ind. Area Near Sadar Police Station Adjacent- Capital Mall, 5RXV+8RP, Maruti Udyog, Sector 18, Santhalka, Bhiwadi, Rajasthan 301019, India",https://maps.google.com/?cid=4093722753544990482&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
U.K.Travels,shipping_service,LOW,098114 05014,,5,3,"G37H+JX8, Old Delhi Gurugram Rd, Near Plot No.47, Phase-1, Sector 22A, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=782528455057139372&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"U22/19, 1st Floor, Pink Town House",housing_complex,LOW,,,5,1,"Pink Town House Rd, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=16380733637998097873&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
UAE Business Setup Consultant – Shekhar,consultant,LOW,,,,,"356, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5571278429496591739&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
UBE Industries India Private Ltd.,manufacturer,LOW,0124 422 7801,http://ube.co.in/,1,1,"304, 3rd Floor, Times Tower, M.G Road, Sector-28, Sector 28, Sushant Lok Phase I, Gurugram, Haryana 122009, India",https://maps.google.com/?cid=5337999754593987634&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Uchef Foods,wholesaler,HIGH,099994 83171,https://www.uchef.in/,4.9,79,"BTR Complex, Plot No. 586, Ground Floor, Phase V, Dundahera, Shankar Chowk Marg, Gurugram 122016, Dundahera Village, Sector 20, Gurugram, Haryana 122001, India",https://maps.google.com/?cid=1255822015837888365&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
uday prajapati,food_court,HIGH,070658 28538,,,,"Shop 3, Nathuram Market, Saraswati Vihar, Maruti Housing Colony, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=3279355096311184358&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Udayraj Real Estate,real_estate_agency,MED,,,,,"Plot No-60, Plot No-60, Opposite Sarol Thana Thana Near Iffco Chowk IN, near IFFCO CHOWK, opp. SAROL, THANA, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=7385478709522294812&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Udhyog Vihar Delhi Toll Booth,transportation_service,LOW,,,1,1,"G36V+F35, Udyog Vihar III, Sector 20, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=15072382806918169810&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Udman Square,wedding_venue,HIGH,078278 12345,https://www.fnpvenues.com/udman-square/,,,"NH - 8, Golf Dr, behind the leela Hotel, Ambience Island, DLF Phase 3, Sector 24, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=2990324064085435409&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Udyog vihar phase 4,corporate_office,MED,,,4.2,48,"225, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=16028760073497778988&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
"Udyog Vihar to Maruti Kunj , Bike Service",transportation_service,LOW,,,4.5,2,"Plot No. 448-451, Rao Gajraj Singh Marg, Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=16117022121542193356&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Ufirst Healthcare Private Limited,corporate_office,MED,,,1,1,"1/1, DLF Phase 3, Sector 26, Gurugram, Haryana 122010, India",https://maps.google.com/?cid=13879284997150768991&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
UJJWAL GENERAL STORE,general_store,MED,,,4,4,"F3QC+P5C, opposite to Sabji Mandi, Sarhaul, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=17163012753400857010&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
UK International Pest Control,service,LOW,091932 58577,http://ukinternationalpestcontrol.in/,5,4,"Shop 10, Main Market Sikanderpur, Metro Station, near Sikanderpur, A Block, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=2530657350836591086&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
umesh chick maker,store,MED,093898 60926,https://www.chickmakerblindsgurgaon.com/,5,73,"metro pillar no.48, Mehrauli-Gurgaon Rd, Sikanderpur, DLF Phase 1, Gurugram, Haryana 122002, India",https://maps.google.com/?cid=4024939973394816999&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Umesh Tea Stall,tea_store,MED,093106 62827,,5,3,"5 Sarhaul MOD Near Marti Gate No. 3, Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122015, India",https://maps.google.com/?cid=5904589450066150275&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
Unbox Industry,manufacturer,LOW,084188 41816,https://unboxindustry.com/,5,3,"619, Ground Floor, Udyog Vihar Phase V Rd, Udyog Vihar 3, Udyog Vihar, Sector 19, Gurugram, Haryana 122016, India",https://maps.google.com/?cid=7957888270802089509&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
